,team_depth_1,score_depth_1,team_depth_2,score_depth_2,team_depth_3,score_depth_3,team_depth_4,score_depth_4,team_depth_5,score_depth_5,team_depth_6,score_depth_6,team_depth_7,score_depth_7,team_depth_8,score_depth_8,team_depth_9,score_depth_9,team_depth_10,score_depth_10
0, Alabama,0.9285714285714283, Clemson,1.5070524713381834, Clemson,1.767304112665011, Clemson,1.8731999394738825, Clemson,1.9131683399617256, Clemson,1.9276995541737336, Clemson,1.9328464696902117, Clemson,1.934627114328967, Clemson,1.9352324088509747, Clemson,1.9354351601671067
1, Clemson,0.9285714285714283, Alabama,1.4662087912087896, Alabama,1.7105647633807073, Alabama,1.80882302550161, Alabama,1.8462391262632354, Alabama,1.8598428644501714, Alabama,1.8646353433533347, Alabama,1.8662883377783122, Alabama,1.8668496478674277, Alabama,1.8670379489038422
2, W_Michigan,0.9230769230769229, Ohio_St,1.296184584646123, Ohio_St,1.4641032544945918, Ohio_St,1.5230161269700442, Ohio_St,1.5432980619815835, Ohio_St,1.5503817705856866, Ohio_St,1.552847223184141, Ohio_St,1.5536961182833056, Ohio_St,1.5539849985909244, Ohio_St,1.5540823077337167
3, Ohio_St,0.846153846153846, W_Michigan,1.2864084633315402, W_Michigan,1.4106504800560733, W_Michigan,1.4517050413098138, W_Michigan,1.4655990651142956, Washington,1.4715496033984836, Washington,1.4739035544364478, Washington,1.4746986928182446, Washington,1.4749652173408478, Washington,1.4750540788279485
4, Oklahoma,0.846153846153846, Oklahoma,1.2371794871794863, Washington,1.388621912425028, Washington,1.4447676553724962, Washington,1.4646444542119463, Oklahoma,1.470676383474749, Oklahoma,1.4731030268792458, Oklahoma,1.473931574482331, Oklahoma,1.4742114083535964, Oklahoma,1.474304958582984
5, Washington,0.846153846153846, Washington,1.2353864084633315, Oklahoma,1.3881115485136433, Oklahoma,1.443658272846892, Oklahoma,1.4636575950310504, W_Michigan,1.4702693259061246, W_Michigan,1.4718357360205647, W_Michigan,1.4723600719596108, W_Michigan,1.472534748525953, W_Michigan,1.4725926412886248
6, South_Florida,0.8333333333333334, Florida_St,1.174825174825174, Florida_St,1.3551581641616601, Florida_St,1.423517259058036, Florida_St,1.4484953698155498, Florida_St,1.4574054637459597, Florida_St,1.4605219223632948, Florida_St,1.4615923006306561, Florida_St,1.4619543845383702, Florida_St,1.4620752453134591
7, Wisconsin,0.7857142857142855, Wisconsin,1.1613802863802853, Penn_St,1.3006721460080621, Penn_St,1.3500494609313942, Penn_St,1.3667569727873987, Penn_St,1.3724820816416237, Penn_St,1.3744580341408936, Penn_St,1.3751355446697042, Penn_St,1.375365484581877, Penn_St,1.3754427573474832
8, Penn_St,0.7857142857142855, Penn_St,1.1564471243042658, Wisconsin,1.2974110339932061, Wisconsin,1.3449229671878629, Wisconsin,1.3616633088898402, Wisconsin,1.3675997981164705, Wisconsin,1.3696697608928907, Wisconsin,1.3703812072322359, Wisconsin,1.3706226207579684, Wisconsin,1.3707037192421814
9, San_Diego_St,0.7692307692307692, South_Florida,1.1466103341103338, South_Florida,1.25305186185868, USC,1.304465057839397, USC,1.3227909354101877, USC,1.3290526522634936, USC,1.3311820589939933, USC,1.3319023445430704, USC,1.3321446190118609, USC,1.3322256051504042
10, USC,0.7692307692307692, Michigan,1.1134378442070747, USC,1.2517256544440891, South_Florida,1.2902635760108518, Oklahoma_St,1.3074397135810638, Oklahoma_St,1.3137539562057357, Oklahoma_St,1.3159290383542999, Oklahoma_St,1.316666305801762, Oklahoma_St,1.3169131729771932, Oklahoma_St,1.3169950212963737
11, Michigan,0.7692307692307692, USC,1.1082699351930119, Oklahoma_St,1.2396877921353444, Oklahoma_St,1.289503564481147, South_Florida,1.3034317611927333, South_Florida,1.308055309725931, Tennessee,1.310019624807021, Tennessee,1.310926328684638, Tennessee,1.311228329655458, Tennessee,1.3113277312418308
12, Stanford,0.7692307692307692, Boise_St,1.1060157790927014, Michigan,1.239497807728615, Michigan,1.2832700720685983, Tennessee,1.299581184381649, Tennessee,1.3073382764249257, South_Florida,1.3096667885416085, South_Florida,1.3102216854583992, South_Florida,1.3104104436940796, South_Florida,1.3104738449420457
13, Boise_St,0.7692307692307692, Oklahoma_St,1.1044094794094788, Boise_St,1.222021180063136, Tennessee,1.2778817731619125, Michigan,1.2982483454747908, Michigan,1.303408352964401, Michigan,1.3051804471731105, Michigan,1.3057850262562833, Michigan,1.305989490283145, Michigan,1.3060580814930551
14, WKU,0.7692307692307692, WKU,1.0897884167114935, Tennessee,1.2188139406889391, Boise_St,1.2612607929149986, Boise_St,1.2742281574068448, Boise_St,1.2785241558677354, Boise_St,1.2799371110645938, Boise_St,1.2804000680412895, Boise_St,1.2805515756139072, Boise_St,1.2806011550204173
15, Appalachian_St,0.7692307692307692, Appalachian_St,1.0786713286713285, Stanford,1.1981066121733137, Stanford,1.2453296889494536, Stanford,1.2628097152767686, Stanford,1.268979821072021, Stanford,1.271121658065332, Stanford,1.2718528399894995, Stanford,1.272099354940594, Stanford,1.2721817050416926
16, Florida_St,0.75, Stanford,1.0749058633674018, WKU,1.190142298977692, WKU,1.2222578184903565, WKU,1.2324399775059742, WKU,1.2356994160749895, WKU,1.2367618375643543, WKU,1.2371126843522435, WKU,1.2372293808338108, WKU,1.2372681631464946
17, Oklahoma_St,0.75, Tennessee,1.0617229992229982, Appalachian_St,1.1793667579506741, Appalachian_St,1.2127174884902987, Appalachian_St,1.2237151980144858, Appalachian_St,1.2273110167043837, Appalachian_St,1.2284878931121785, Appalachian_St,1.228873114213034, Appalachian_St,1.228999146717207, Appalachian_St,1.2290403014298708
18, Old_Dominion,0.75, West_Virginia,1.055555555555555, West_Virginia,1.1642492082833, West_Virginia,1.2038506622700855, West_Virginia,1.2177108593757768, West_Virginia,1.2224687612227623, West_Virginia,1.2240925599121784, West_Virginia,1.224641841502237, West_Virginia,1.2248263382640177, West_Virginia,1.2248878169000699
19, Air_Force,0.75, San_Diego_St,1.0424511386049844, Air_Force,1.1442901989230654, Air_Force,1.180496517344564, Miami_FL,1.198118319895961, Miami_FL,1.2049809261557762, Miami_FL,1.2073566337553188, Miami_FL,1.2081631425652635, Miami_FL,1.2084330211115932, Miami_FL,1.208522232447187
20, Tulsa,0.75, Troy,1.0376359751359747, Troy,1.1385646970874241, Miami_FL,1.1788707064630053, Florida,1.1930361264260774, Florida,1.2000167849542445, Florida,1.2024507724540845, Florida,1.203283303943811, Florida,1.2035637373765633, Florida,1.2036571051558682
21, West_Virginia,0.75, Air_Force,1.0358391608391604, San_Diego_St,1.1383878038463828, Florida,1.1736396365491866, Air_Force,1.192461217917591, Air_Force,1.196356255663201, Air_Force,1.1976328350959278, Air_Force,1.1980540381700486, Air_Force,1.1981928000991866, Air_Force,1.1982383154998866
22, Troy,0.75, Colorado,1.0020620405235785, Miami_FL,1.1265708723095094, Troy,1.1715213766081949, Troy,1.182276321480169, Troy,1.1857912544521143, Colorado,1.1872911302448703, Colorado,1.1878962292228508, Colorado,1.1880987464117705, Colorado,1.1881661275670354
23, Colorado,0.6923076923076923, Florida,0.9935897435897428, Florida,1.122288987236537, San_Diego_St,1.169378133829261, Colorado,1.1802068456737955, Colorado,1.1854946877277555, Troy,1.1869384696437837, Troy,1.1873133405092129, Virginia_Tech,1.1874943812995642, Virginia_Tech,1.187592560331455
24, Louisville,0.6923076923076923, Miami_FL,0.9921328671328664, Colorado,1.1216905367658447, Colorado,1.164832438599998, San_Diego_St,1.179616101034174, Virginia_Tech,1.183783751602977, Virginia_Tech,1.1863249862537983, Virginia_Tech,1.1871993264527605, Troy,1.1874357636703392, Troy,1.187475682720574
25, Temple,0.6923076923076923, Virginia_Tech,0.9819347319347314, Virginia_Tech,1.1060081623892806, Virginia_Tech,1.1569400215598191, Virginia_Tech,1.176577858477077, San_Diego_St,1.1830010200875225, San_Diego_St,1.184114808643936, San_Diego_St,1.1844807815136067, San_Diego_St,1.1846007993714787, San_Diego_St,1.1846401216805074
26, Nebraska,0.6923076923076923, Tulsa,0.9816919191919189, Georgia_Tech,1.081377954957501, Georgia_Tech,1.129792380953752, Georgia_Tech,1.1482486659932032, Georgia_Tech,1.1550110871665236, Georgia_Tech,1.1573781951024769, Georgia_Tech,1.1581876042598618, Georgia_Tech,1.1584594405390287, Georgia_Tech,1.1585496107323328
27, Florida,0.6923076923076923, Old_Dominion,0.9791666666666663, Louisville,1.0686195603153639, LSU,1.1170165936999983, LSU,1.1363706552806372, LSU,1.1433519908193523, LSU,1.1458047726646312, LSU,1.1466483320649412, LSU,1.1469344450016756, LSU,1.147030203976851
28, Virginia_Tech,0.6923076923076923, Houston,0.9602758352758348, LSU,1.0658187083806916, Louisville,1.1118848533904038, Louisville,1.1277042041217595, Louisville,1.133395708112918, Louisville,1.135400169788969, Louisville,1.1360942282450868, Louisville,1.1363305382731388, Louisville,1.1364098051020433
29, Toledo,0.6666666666666666, Georgia_Tech,0.9592074592074586, Houston,1.0608738904193449, Houston,1.0963088905457885, Houston,1.1087029957546257, Houston,1.1130360551009228, Houston,1.1145378465551217, Houston,1.1150511818784035, Houston,1.1152242446070986, Houston,1.115281841366085
30, Arkansas_St,0.6666666666666666, Louisville,0.9562937062937058, Tulsa,1.0560485390030847, Old_Dominion,1.0799401134966147, Washington_St,1.0898073289287407, Washington_St,1.0943185866403848, Washington_St,1.095848828460709, Washington_St,1.0963637158555426, Washington_St,1.0965357204839865, Washington_St,1.0965929034247923
31, Minnesota,0.6666666666666666, Temple,0.9546799354491657, Old_Dominion,1.0554705710955716, Tulsa,1.0796777855607513, Tulsa,1.087708521207267, Iowa,1.0911795439614467, Iowa,1.0924793360181153, Iowa,1.0929208797927208, Iowa,1.0930694784723092, Iowa,1.0931191473651893
32, New_Mexico,0.6666666666666666, Nebraska,0.9463869463869461, Iowa,1.043778802782298, Washington_St,1.0766923093183551, Old_Dominion,1.087620171653584, Tulsa,1.0904659082629642, Tulsa,1.0914141052868536, Tulsa,1.0917364493080175, Tulsa,1.091844948946899, Tulsa,1.0918811207067707
33, Kansas_St,0.6666666666666666, Iowa,0.9462898212898209, Temple,1.0404570177297436, Iowa,1.0764222514569066, Iowa,1.0873847085988406, Old_Dominion,1.0901054501219183, Old_Dominion,1.0909168266496179, Old_Dominion,1.0911838670116298, Old_Dominion,1.0912719031519824, Old_Dominion,1.0913008863602018
34, Iowa,0.6666666666666666, Utah,0.943473193473193, Washington_St,1.0397602470373448, Temple,1.0684811161260153, Temple,1.0779703391337458, Temple,1.0812272737799578, Temple,1.0823486510816136, Temple,1.0827318987024042, Temple,1.082861526367957, Temple,1.0829048887639028
35, Idaho,0.6666666666666666, Washington_St,0.9397338772338767, Utah,1.0336629789208456, Utah,1.0651447151972677, Utah,1.0759209789788928, Utah,1.07956580407818, Utah,1.0807921530603561, Utah,1.0812027601906438, Utah,1.0813396372765611, Utah,1.08138511859335
36, Houston,0.6666666666666666, LSU,0.9389701207883024, Nebraska,1.0332422008390274, Nebraska,1.0610290820178996, Nebraska,1.0706733819082537, Nebraska,1.0740250314397775, Pittsburgh,1.0752185006396688, Pittsburgh,1.076117305843188, Pittsburgh,1.076421811911711, Pittsburgh,1.0765234429354118
37, Georgia_Tech,0.6666666666666666, New_Mexico,0.9381313131313128, New_Mexico,1.0293198367936127, New_Mexico,1.058664887509899, New_Mexico,1.068224576121463, Pittsburgh,1.0726129523793904, Nebraska,1.0751737095365428, Nebraska,1.0755628821901375, Nebraska,1.0756936248720432, Nebraska,1.0757372535957181
38, Washington_St,0.6666666666666666, Toledo,0.9122474747474744, Toledo,0.9911403516517155, Pittsburgh,1.0448449459301001, Pittsburgh,1.0652193380374662, New_Mexico,1.0713215617578784, New_Mexico,1.0723190322468217, New_Mexico,1.0726421003250872, New_Mexico,1.072747308011487, New_Mexico,1.072781629578033
39, Tennessee,0.6666666666666666, Minnesota,0.9078282828282824, Pittsburgh,0.990938687935441, Kansas_St,1.019748917679824, Auburn,1.031309200338333, Auburn,1.0372628118751759, Auburn,1.039340383009995, Auburn,1.0400520554068144, Auburn,1.0402922456349786, Auburn,1.0403724139599815
40, BYU,0.6666666666666666, Kansas_St,0.9021464646464643, Minnesota,0.9898081190694831, Minnesota,1.0179916225663816, Kansas_St,1.0308312100475048, Kansas_St,1.0346996730519638, Kansas_St,1.0360316481321667, Kansas_St,1.0364856574787744, Kansas_St,1.0366387888945812, Kansas_St,1.0366899433144967
41, Utah,0.6666666666666666, Arkansas_St,0.8907828282828282, Kansas_St,0.9883431488545132, Toledo,1.0162496695263177, Minnesota,1.0280769113056132, Minnesota,1.0315767790512511, Minnesota,1.0327768050738562, Minnesota,1.0331837398152237, Minnesota,1.0333204808547332, Minnesota,1.0333661089067072
