,team_depth_1,score_depth_1,team_depth_2,score_depth_2,team_depth_3,score_depth_3,team_depth_4,score_depth_4,team_depth_5,score_depth_5,team_depth_6,score_depth_6,team_depth_7,score_depth_7,team_depth_8,score_depth_8,team_depth_9,score_depth_9,team_depth_10,score_depth_10
22, Army,0.75, South_Florida,1.0385674931129476, San_Diego_St,1.1277950067285718, Stanford,1.1700252845867927, Stanford,1.186004355099194, Stanford,1.1913274651546215, Stanford,1.1930656730014706, Stanford,1.1936241625657713, Stanford,1.1938011366670893, Stanford,1.1938565330828543
23, Washington,0.75, San_Diego_St,1.029331779331779, Stanford,1.1240214346050807, San_Diego_St,1.1603171171315547, San_Diego_St,1.171073700951467, San_Diego_St,1.1744964434964644, San_Diego_St,1.1755607745391528, San_Diego_St,1.1758904902562533, San_Diego_St,1.17599224944903, San_Diego_St,1.1760235147370919
24, Stanford,0.6923076923076923, Toledo,1.0208333333333328, South_Florida,1.1147765801691418, Washington_St,1.1545591855985529, Washington_St,1.1672603553760006, Washington_St,1.1712912575130416, Washington_St,1.1725765643442014, Washington_St,1.1729845169318462, Washington_St,1.173113326525952, Washington_St,1.1731536176254684
25, Auburn,0.6923076923076923, Stanford,0.9974000358615739, Washington_St,1.1141595672845663, South_Florida,1.1406204505061934, NC_State,1.1527109346106006, NC_State,1.1584850801305366, NC_State,1.1604180408914133, NC_State,1.1610490168225032, NC_State,1.1612507033191275, NC_State,1.1613138932198024
26, Fresno_St,0.6923076923076923, Washington_St,0.9903013653013647, Toledo,1.100063131313132, NC_State,1.136067694884778, South_Florida,1.1489606692460228, South_Florida,1.1516611762411706, South_Florida,1.1525152419178128, South_Florida,1.1527800437526858, South_Florida,1.1528612715057434, South_Florida,1.1528859192342147
27, LSU,0.6666666666666666, Fresno_St,0.9692807192807189, NC_State,1.0901322033315033, Toledo,1.1248017252235554, Toledo,1.132679731914087, Iowa,1.135635754719718, Iowa,1.1373003676804296, Iowa,1.1378301620799602, Iowa,1.1379964361701733, Iowa,1.1380479323832107
28, Mississippi_St,0.6666666666666666, NC_State,0.9661519036519031, South_Carolina,1.075743578650047, South_Carolina,1.116610442516586, South_Carolina,1.1306217605588018, South_Carolina,1.1353147770867558, South_Carolina,1.1368467948537182, South_Carolina,1.1373386918224166, South_Carolina,1.13749411086728, South_Carolina,1.137542554021329
29, Appalachian_St,0.6666666666666666, South_Carolina,0.9628982128982125, Fresno_St,1.0695626731465884, Iowa,1.1149240553768778, Iowa,1.1304914570366096, Toledo,1.1350491679598131, Toledo,1.1357439040991157, Toledo,1.1359473069811858, Toledo,1.1360066573536656, Toledo,1.1360238907265217
30, Virginia_Tech,0.6666666666666666, Mississippi_St,0.9621212121212115, Mississippi_St,1.069058519342611, Mississippi_St,1.1077712501274504, Mississippi_St,1.1217458809562584, Mississippi_St,1.126490640475957, Mississippi_St,1.1280357994116061, Mississippi_St,1.128529084242061, Mississippi_St,1.128684129181433, Mississippi_St,1.1287323641105165
31, Ohio,0.6666666666666666, North_Texas,0.9469696969696966, Iowa,1.068441784101124, Fresno_St,1.1001448997958667, Fresno_St,1.1092426060493585, Fresno_St,1.1119858407074026, Fresno_St,1.1128176063831952, Fresno_St,1.113069223283804, Fresno_St,1.113145007948093, Fresno_St,1.1131677260027637
32, South_Carolina,0.6666666666666666, Iowa,0.9342772612003374, LSU,1.034287907605215, LSU,1.0782117832294833, LSU,1.0943143482976023, LSU,1.0998778115072743, LSU,1.101729825155646, LSU,1.1023294504093486, LSU,1.102519922627443, LSU,1.1025795116778159
33, North_Texas,0.6666666666666666, Virginia_Tech,0.9280788655788652, North_Texas,1.0308409708977893, Virginia_Tech,1.0584446474992035, Virginia_Tech,1.0710584375289411, Virginia_Tech,1.075462834787873, Virginia_Tech,1.0769502493982843, Virginia_Tech,1.07743789540066, Virginia_Tech,1.0775934812573218, Virginia_Tech,1.0776420607090766
34, NC_State,0.6666666666666666, Appalachian_St,0.9255536130536127, Virginia_Tech,1.0238441167418444, North_Texas,1.0555433383372985, Wake_Forest,1.065860738360031, Wake_Forest,1.0711480694146347, Wake_Forest,1.0728724044033902, Wake_Forest,1.0734222629054053, Wake_Forest,1.0735948849261139, Wake_Forest,1.0736483398366774
35, Washington_St,0.6666666666666666, LSU,0.9232226107226104, Wake_Forest,1.0062472775540963, Wake_Forest,1.0502828230082777, North_Texas,1.0631650170419518, North_Texas,1.065479386537489, North_Texas,1.0661749393301556, North_Texas,1.0663840419126294, North_Texas,1.0664463464030283, North_Texas,1.066464824861336
36, Georgia_St,0.6363636363636365, Ohio,0.8882575757575755, Appalachian_St,0.9985309829059826, Iowa_St,1.0227583765804773, Iowa_St,1.0359390683203271, Iowa_St,1.0403020506046872, Iowa_St,1.04172121072558, Iowa_St,1.04217594803395, Iowa_St,1.0423193040401832, Iowa_St,1.042363930983899
37, Marshall,0.6153846153846154, Wake_Forest,0.8870435120435114, Iowa_St,0.9840716579134409, Appalachian_St,1.0204132773218493, Appalachian_St,1.0267652735202089, Appalachian_St,1.0285380491433227, Appalachian_St,1.0290244746962813, Appalachian_St,1.0291596942296721, Appalachian_St,1.029198229897792, Appalachian_St,1.0292094061968857
38, Iowa,0.6153846153846154, Iowa_St,0.8754370629370624, Ohio,0.9587295595818329, Ohio,0.9783908314577227, Ohio,0.9841388035946547, Ohio,0.9858480824267298, Ohio,0.9863543961697653, Ohio,0.9865016611037498, Ohio,0.9865443166478045, Ohio,0.9865566904837058
39, Michigan,0.6153846153846154, Houston,0.8510586635586631, Houston,0.9308384691907422, Houston,0.9580108410850849, Houston,0.9667066759471727, Houston,0.9694325356490675, Houston,0.9702835514387239, Houston,0.9705448336189665, Houston,0.97062393923663, Houston,0.9706477305163757
40, N_Illinois,0.5833333333333333, Michigan,0.835709162632239, Michigan,0.9175837386568964, Michigan,0.9448061420036651, Michigan,0.9539497311086532, Michigan,0.9569869722127208, Michigan,0.9579664794062686, Michigan,0.9582763867956351, Michigan,0.9583735454920882, Michigan,0.9584036993319064
41, Kansas_St,0.5833333333333333, Marshall,0.818226645149722, Louisville,0.8851065301895725, Louisville,0.9199416949661237, Louisville,0.9324768521787912, Louisville,0.9367656410621716, Louisville,0.938187779009223, Louisville,0.9386490814910612, Louisville,0.9387954642859331, Louisville,0.9388410952482095
42, Southern_Miss,0.5833333333333333, Louisville,0.791715229215229, Marshall,0.8750163007156015, Boston_College,0.902567544510462, Boston_College,0.9146897051331118, Boston_College,0.918798035030142, Boston_College,0.9201506768121743, Boston_College,0.9205860819128908, Boston_College,0.9207234751037824, Boston_College,0.9207660460442235
43, UAB,0.5833333333333333, UAB,0.7898212898212895, Purdue,0.8698089050092809, Purdue,0.8998190345639289, Purdue,0.909760777661442, Purdue,0.9129718825913381, Purdue,0.9139898555567876, Purdue,0.9143087052713281, Purdue,0.9144076289666639, Purdue,0.9144380117644619
44, Wake_Forest,0.5833333333333333, Georgia_St,0.787190082644628, Boston_College,0.8684792189162817, Marshall,0.8926026520624692, Kansas_St,0.898301001354652, Kansas_St,0.9014512717605995, Kansas_St,0.9024928709200272, Kansas_St,0.9028303446805237, Kansas_St,0.9029379157791623, Kansas_St,0.9029716803493009
45, Louisville,0.5833333333333333, Purdue,0.786847767616998, Kansas_St,0.8613903457653456, Kansas_St,0.8889959377753895, Marshall,0.8978493246384481, Marshall,0.8994162674487723, Marshall,0.899886453986897, Marshall,0.900027526571606, Marshall,0.9000694353341442, Marshall,0.9000818047036635
46, Wyoming,0.5833333333333333, Kansas_St,0.7843822843822841, Arizona_St,0.8593475774419829, Arizona_St,0.8854199726040987, Arizona_St,0.8939258822005749, Arizona_St,0.8966412055976127, Arizona_St,0.8975052922038825, Arizona_St,0.8977792797457262, Arizona_St,0.8978659145914739, Arizona_St,0.8978931168595051
47, C_Michigan,0.5833333333333333, Arizona_St,0.7809306078536846, Navy,0.8456551606901255, Navy,0.8757058391585174, Navy,0.884960192417789, Navy,0.887833683312999, Navy,0.8887180547098615, Navy,0.8889887972530909, Navy,0.8890711392299565, Navy,0.8890959623650195
48, Iowa_St,0.5833333333333333, Florida_Intl,0.7785547785547784, UAB,0.8415713810600174, UAB,0.8564889294026166, UAB,0.8608119045719663, UAB,0.8620793742169169, UAB,0.8624514582637832, Florida_St,0.8627164875208014, Florida_St,0.8628487568903118, Florida_St,0.8628899044061087
49, Florida_Intl,0.5833333333333333, Boston_College,0.7785547785547782, Georgia_St,0.8363847470252428, Georgia_St,0.8514189330891988, Florida_St,0.8570772655570903, Florida_St,0.8610002330795213, Florida_St,0.8622982081545938, UAB,0.8625614359175716, UAB,0.8625937772260596, UAB,0.8626032422188116
50, Houston,0.5833333333333333, Wyoming,0.7765151515151512, Florida_Intl,0.8342527276530773, Florida_Intl,0.851016236418334, Florida_Intl,0.8559713793254459, Florida_Intl,0.857492958936104, Florida_Intl,0.8579519425550254, Florida_Intl,0.8580887475385944, Florida_Intl,0.8581295236073776, Florida_Intl,0.8581415741388462
51, Arkansas_St,0.5454545454545455, C_Michigan,0.775252525252525, C_Michigan,0.829397191613101, C_Michigan,0.8462890180456466, Georgia_St,0.8555884307160807, Georgia_St,0.8567443546091115, Georgia_St,0.8570708034355722, Georgia_St,0.857165100630018, Georgia_St,0.8571928401367873, Georgia_St,0.8572010559229247
52, New_Mexico_St,0.5384615384615385, Southern_Miss,0.7602466977466975, Wyoming,0.8278428221610041, Florida_St,0.8455676707742854, Kentucky,0.8515082388792334, Kentucky,0.8545984667538697, Kentucky,0.8555953860344776, Kentucky,0.8559123746868048, Kentucky,0.8560119039214694, Kentucky,0.8560427293486548
53, Boston_College,0.5384615384615385, Navy,0.7564102564102559, Kentucky,0.8139281068258345, Kentucky,0.8420171882230195, C_Michigan,0.8515072041633125, C_Michigan,0.8530659363091826, C_Michigan,0.8535258775836702, C_Michigan,0.8536610119303353, C_Michigan,0.8537003594391894, C_Michigan,0.8537118137815808
54, Navy,0.5384615384615385, N_Illinois,0.7518939393939392, Florida_St,0.8118824462574469, Wyoming,0.8406471920590372, Wyoming,0.8442335575941587, Duke,0.847443189882686, Duke,0.848713579650963, Duke,0.8491211543135222, Duke,0.8492490344445766, Duke,0.8492885186605991
55, MTSU,0.5384615384615385, Kentucky,0.7335858585858583, Southern_Miss,0.810266620843544, Duke,0.8324909210411737, Duke,0.8436106417445367, Wyoming,0.8452995814771564, Wyoming,0.8456197405489656, Wyoming,0.8457145150395875, Wyoming,0.8457423070607467, Wyoming,0.845750382367488
56, Texas,0.5384615384615385, Florida_St,0.7196969696969693, N_Illinois,0.8035652268606817, Southern_Miss,0.8243829702764005, Southern_Miss,0.8284694076220325, Southern_Miss,0.8296619228894372, Southern_Miss,0.8300095539697971, Southern_Miss,0.8301117274738702, Southern_Miss,0.8301417734467337, Southern_Miss,0.8301505939576748
57, Arizona_St,0.5384615384615385, Texas,0.7185314685314683, Duke,0.8011429461822812, N_Illinois,0.821870126722352, N_Illinois,0.8275599936116178, N_Illinois,0.8292558646464212, N_Illinois,0.829763397185128, N_Illinois,0.8299138855723989, N_Illinois,0.8299582525348285, N_Illinois,0.829971302404227
58, Purdue,0.5384615384615385, Duke,0.717385392385392, Texas,0.7806354969816499, Texas,0.8029130644498498, Texas,0.8106607869085863, Texas,0.813292461982308, Texas,0.814170695551266, Texas,0.814457119822118, Texas,0.8145487988526936, Texas,0.8145776717444849
59, UT_San_Antonio,0.5, Arkansas_St,0.7073532528077981, Texas_A&M,0.767922523604342, Texas_A&M,0.7965069655938684, Texas_A&M,0.8060970116170217, Texas_A&M,0.8092251776198968, Texas_A&M,0.8102312076139652, Texas_A&M,0.8105488982869109, Texas_A&M,0.810648392754077, Texas_A&M,0.8106792853496085
60, Oregon,0.49999999999999994, MTSU,0.6952214452214449, Oregon,0.7521702308634131, Oregon,0.7724879278497313, Oregon,0.7789072038514879, Oregon,0.7809809311655476, Oregon,0.781649903024823, Oregon,0.7818631537904467, Oregon,0.781930328011476, Oregon,0.7819512868009556
61, Duke,0.49999999999999994, Texas_A&M,0.6919191919191917, SMU,0.7500857202561754, SMU,0.7713199265024352, SMU,0.7778031917270606, SMU,0.7798228989752607, SMU,0.7804433500244344, SMU,0.7806303816954445, SMU,0.7806866467148557, SMU,0.7807034432049215
62, Colorado_St,0.49999999999999994, Oregon,0.6900252525252523, Arkansas_St,0.7489147675098092, Mississippi,0.7649460498422743, Mississippi,0.774434480903345, Mississippi,0.7775463392858859, Mississippi,0.7785368894408675, Mississippi,0.7788499408093551, Mississippi,0.7789479919899027, Mississippi,0.7789783739694728
63, Utah,0.49999999999999994, SMU,0.6830808080808077, MTSU,0.7480843263185922, MTSU,0.7648229111060425, MTSU,0.7702532817752404, MTSU,0.7720003200166078, MTSU,0.7725559373732045, MTSU,0.7727282780945658, MTSU,0.772780829142303, MTSU,0.7727966474128125
64, Temple,0.49999999999999994, Utah,0.6798756798756795, Utah,0.7366452425455926, Arkansas_St,0.7613517511268272, Arkansas_St,0.7648780523544575, Arkansas_St,0.7658749986856478, Arkansas_St,0.766156818320186, Arkansas_St,0.7662378501627959, Arkansas_St,0.7662615430325704, Arkansas_St,0.7662685625137685
65, Florida_St,0.49999999999999994, Temple,0.6755536130536127, Mississippi,0.7364859658248093, Temple,0.755035228973366, Temple,0.7612272722261861, Temple,0.7631171551269315, Temple,0.7636931779447508, Temple,0.7638663027323771, Temple,0.7639179328207969, Temple,0.7639333239581052
66, Kentucky,0.49999999999999994, West_Virginia,0.6622474747474745, Temple,0.7351508970827153, Utah,0.7545216193232315, Utah,0.7604781877450086, Utah,0.7624706720314736, Utah,0.7631174900624788, Utah,0.7633250614510004, Utah,0.7633911032955755, Utah,0.7634118388501481
67, Texas_A&M,0.49999999999999994, Akron,0.6616161616161614, West_Virginia,0.7186606007628736, West_Virginia,0.738721266535195, West_Virginia,0.7456339931931848, West_Virginia,0.7479949224996374, West_Virginia,0.748781695048898, West_Virginia,0.7490377619427067, West_Virginia,0.7491194774067498, West_Virginia,0.7491451477365776
68, SMU,0.49999999999999994, Arizona,0.6546231546231545, UCLA,0.7135730468503463, UCLA,0.7353644169610152, UCLA,0.7428716240171684, UCLA,0.7452995364578102, UCLA,0.7460732855190855, UCLA,0.7463183955239003, UCLA,0.7463953419884205, UCLA,0.7464193067264413
69, Arizona,0.49999999999999994, Mississippi,0.6515151515151514, Arizona,0.7116661181346494, Arizona,0.7315654049466948, Arizona,0.7383256048761259, Arizona,0.7405471711710193, Arizona,0.7412637003691477, Arizona,0.7414929879026835, Arizona,0.7415655774626282, Arizona,0.7415883223485776
70, Louisiana_Tech,0.49999999999999994, UCLA,0.6498117267348034, Akron,0.7110116314661772, Akron,0.7271342861046722, Akron,0.7319396973535391, Akron,0.7333482833767273, Akron,0.733755425365571, Akron,0.7338733084472561, Akron,0.7339073763242288, Akron,0.7339172345562985
71, Akron,0.49999999999999994, Louisiana_Tech,0.6477272727272726, Missouri,0.7036245320336229, Missouri,0.7237982173932583, Missouri,0.7306173190736184, Missouri,0.7328084872348565, Missouri,0.7335025422848639, Missouri,0.7337214906756508, Missouri,0.7337899738215072, Missouri,0.7338111652293123
72, Missouri,0.49999999999999994, New_Mexico_St,0.6474358974358974, Louisiana_Tech,0.6902409143886418, Louisiana_Tech,0.7040148363233906, Louisiana_Tech,0.7080720170110132, Louisiana_Tech,0.7092572779401561, Louisiana_Tech,0.7096110170274624, Louisiana_Tech,0.709716622726223, Louisiana_Tech,0.709748023364262, Louisiana_Tech,0.7097573267110426
73, West_Virginia,0.49999999999999994, Missouri,0.6439393939393938, New_Mexico_St,0.6836900473264111, Buffalo,0.6968149477577023, Buffalo,0.7021606010618389, Buffalo,0.7037076341190447, Buffalo,0.7041542715198504, Buffalo,0.7042844999524516, Buffalo,0.70432240416806, Buffalo,0.704333446837841
74, UCLA,0.46153846153846156, Buffalo,0.6163911845730026, Buffalo,0.6776827396662111, New_Mexico_St,0.6945161434095815, New_Mexico_St,0.6975871726392951, New_Mexico_St,0.6984469531184474, Virginia,0.6987880464089548, Virginia,0.6990987969948987, Virginia,0.6991967268159426, Virginia,0.699227075891326
75, Buffalo,0.4545454545454546, Colorado_St,0.5946969696969696, Virginia,0.6602934733616546, Virginia,0.6861510041281959, Virginia,0.6948925355924483, Virginia,0.6978218834176197, New_Mexico_St,0.6986899791946326, Georgia_Tech,0.6987840778391503, Georgia_Tech,0.6989207591007162, Georgia_Tech,0.6989636634857543
76, Mississippi,0.4545454545454546, UT_San_Antonio,0.588053613053613, Georgia_Tech,0.6549167373031006, Georgia_Tech,0.6828795420221017, Georgia_Tech,0.6933198718994276, Georgia_Tech,0.697072784637372, Georgia_Tech,0.6983590313955906, New_Mexico_St,0.6987597635921201, New_Mexico_St,0.6987802330480305, New_Mexico_St,0.698786310510876
77, UNLV,0.4545454545454546, Virginia,0.587445887445887, UNLV,0.6275488171149333, UNLV,0.6422337071420687, UNLV,0.646511286571578, UNLV,0.6477128418450345, UNLV,0.6480624757358961, UNLV,0.6481655374482937, UNLV,0.6481960660727625, UNLV,0.6482051243747694
78, W_Michigan,0.4545454545454546, UNLV,0.5829095147276965, Texas_Tech,0.617885275337198, Texas_Tech,0.6351942887763857, Texas_Tech,0.6410914245968244, Texas_Tech,0.6430154072535914, Texas_Tech,0.6436343763357059, Texas_Tech,0.6438319698604729, Texas_Tech,0.6438943008964476, Texas_Tech,0.643913755790322
79, WKU,0.41666666666666663, Georgia_Tech,0.5795454545454546, Colorado_St,0.6176442454851545, W_Michigan,0.6294396239456306, W_Michigan,0.633637169277693, W_Michigan,0.6348126184853125, W_Michigan,0.635153861916427, W_Michigan,0.6352519743914974, W_Michigan,0.6352804401958634, W_Michigan,0.635288742743838
80, Minnesota,0.41666666666666663, W_Michigan,0.5750688705234158, W_Michigan,0.6154520410718755, Colorado_St,0.6242450257278939, Colorado_St,0.6262374047138317, Colorado_St,0.626826047845394, Colorado_St,0.6270013537622143, Pittsburgh,0.6272624338932918, Pittsburgh,0.6273852389625018, Pittsburgh,0.6274234825627443
81, Texas_Tech,0.41666666666666663, Texas_Tech,0.5625971250971247, UT_San_Antonio,0.6108171548730985, UT_San_Antonio,0.6169313124891632, Pittsburgh,0.6222451557889923, Pittsburgh,0.6257034567067734, Pittsburgh,0.6268770242621916, Colorado_St,0.6270533368530311, Colorado_St,0.6270686629695755, Colorado_St,0.6270731513534611
82, Utah_St,0.41666666666666663, Minnesota,0.5410839160839159, Tulane,0.5862149787769625, Pittsburgh,0.6124107024218284, UT_San_Antonio,0.6187538051158977, UT_San_Antonio,0.6192972763980291, UT_San_Antonio,0.6194601842220026, UT_San_Antonio,0.619509053195233, UT_San_Antonio,0.6195237060211986, UT_San_Antonio,0.6195280547507012
83, Virginia,0.41666666666666663, Vanderbilt,0.5282898919262555, Pittsburgh,0.5861220849857215, Tulane,0.6055790438726215, Tulane,0.6121009313961662, Tulane,0.6142129113045394, Tulane,0.6148697800593375, Tulane,0.6150728684816735, Tulane,0.6151344963499978, Tulane,0.6151530188586906
84, E_Michigan,0.41666666666666663, Tulane,0.524793388429752, Florida,0.5840657047268616, Florida,0.6040471168124254, Florida,0.610734650218429, Florida,0.6128969658159164, Florida,0.6135892361594694, Florida,0.6138101808914346, Florida,0.6138797155013502, Florida,0.6139012841623657
85, Georgia_Tech,0.4, Pittsburgh,0.5227272727272727, Minnesota,0.5812035712603896, Vanderbilt,0.5975825043824453, Vanderbilt,0.6037409797686291, Vanderbilt,0.6057352523276175, Vanderbilt,0.6063891109145164, Vanderbilt,0.6066003143306531, Vanderbilt,0.6066670476753188, Vanderbilt,0.6066877697190228
86, California,0.36363636363636365, Florida,0.5199724517906336, Vanderbilt,0.5794101215588817, Minnesota,0.5950615273374672, Minnesota,0.5994318917266951, Minnesota,0.6007809111385523, Minnesota,0.6011964936155697, Minnesota,0.6013236767706701, Minnesota,0.6013623372440541, Minnesota,0.6013740000563117
87, Vanderbilt,0.36363636363636365, Air_Force,0.5130853994490358, Miami_OH,0.5572303614658982, Miami_OH,0.5708952338601078, Miami_OH,0.5749563860472277, Miami_OH,0.5761234882783098, Miami_OH,0.5764594790232926, Miami_OH,0.5765555603000293, Miami_OH,0.5765834371315656, Miami_OH,0.5765915222988762
88, Tulane,0.36363636363636365, Utah_St,0.5126262626262624, Air_Force,0.5459064580965406, Air_Force,0.5548152920312008, California,0.5590731670778158, California,0.5611970965016467, California,0.5618817667195252, California,0.5620993000949643, California,0.5621677098491816, California,0.5621890235825728
89, ULL,0.36363636363636365, Miami_OH,0.5117079889807161, Utah_St,0.5378195562854653, California,0.5525645631199949, Air_Force,0.5575478012493554, Air_Force,0.5583708409637897, Air_Force,0.558612162353792, Air_Force,0.5586840581592719, Air_Force,0.5587054480661647, Air_Force,0.5587117721778561
90, Colorado,0.36363636363636365, WKU,0.5069930069930069, WKU,0.5355345412163595, Utah_St,0.5457602930592776, Utah_St,0.5481853357757649, Syracuse,0.5491368302258065, Syracuse,0.5504353820613842, Syracuse,0.5508626571572564, Syracuse,0.5509991599232008, Syracuse,0.5510417155377051
