736567,20160826,    19,  0,  51,    38,  0,  31
736573,20160901,    42, -1,  34,    31,  1,  13
736573,20160901,    50,  1,  70,    20, -1,  14
736573,20160901,   122,  1,   7,   106, -1,   3
736573,20160901,    60,  1,  30,    82, -1,  23
736573,20160901,    92, -1,  13,   118,  1,  10
736573,20160901,    99,  1,  20,     4, -1,  13
736573,20160901,   127,  1,  46,    86, -1,  14
736574,20160902,    11, -1,  31,    36,  1,  21
736574,20160902,    23,  0,  44,    24,  0,   7
736574,20160902,    95,  1,  26,    46, -1,  13
736574,20160902,     9, -1,  28,    98,  1,  13
736574,20160902,   104, -1,  31,     8,  1,  10
736575,20160903,    37,  0,  17,    14,  0,  14
736575,20160903,    30,  1,  24,    54, -1,   7
736575,20160903,    94, -1,  44,    48,  1,  35
736575,20160903,    58,  1,  63,    38, -1,   3
736575,20160903,    35,  0,  33,    72,  0,  24
736575,20160903,   102, -1,  56,    76,  1,  54
736575,20160903,    77,  1,  77,    15, -1,  10
736575,20160903,    83,  1,  33,    47, -1,  13
736575,20160903,   125,  1,  26,    63, -1,  11
736575,20160903,     3,  0,  52,   113,  0,   6
736575,20160903,     7,  1,  21,    49, -1,  20
736575,20160903,    43,  1,  45,    57, -1,  21
736575,20160903,    13, -1,  45,   110,  1,  10
736575,20160903,    91, -1,  21,    62,  1,  20
736575,20160903,    68,  1,  43,    33, -1,  10
736575,20160903,    90, -1,  34,    73,  1,  21
736575,20160903,   121, -1,  22,    74,  1,  21
736575,20160903,   101,  1,  31,   109, -1,  24
736575,20160903,   107,  1,  45,    89, -1,  10
736575,20160903,    22, -1,  19,    10,  1,  13
736575,20160903,    39,  1,  33,    78, -1,  23
736575,20160903,   126,  1,  16,    51, -1,  14
736575,20160903,   117,  1,  38,    71, -1,  22
736575,20160903,    17, -1,  18,     5,  1,  16
736575,20160903,   123,  1,  48,    87, -1,  13
736575,20160903,   128,  1,  40,    65, -1,  34
736576,20160904,   100,  1,  50,    75, -1,  47
736577,20160905,    32,  0,  45,    61,  0,  34
736581,20160909,    53, -1,  41,    31,  1,  14
736581,20160909,    50, -1,  62,    96,  1,  28
736582,20160910,     4,  1,  31,    80, -1,   7
736582,20160910,     9,  1,  31,    86, -1,  14
736582,20160910,    22,  1,  30,   105, -1,  24
736582,20160910,   122, -1,  24,    26,  1,  14
736582,20160910,    28,  1,  33,    67, -1,  30
736582,20160910,    30,  1,  45,    48, -1,   7
736582,20160910,    42,  1,  30,    11, -1,  20
736582,20160910,    14,  0,  26,    54,  0,   7
736582,20160910,    56,  1,  38,    29, -1,  10
736582,20160910,    58,  1,  51,   108, -1,  14
736582,20160910,    75,  1,  39,    69, -1,  10
736582,20160910,    77,  1,  48,   107, -1,   3
736582,20160910,    84,  1,  42,    83, -1,  39
736582,20160910,    21, -1,  38,    85,  1,  20
736582,20160910,    93,  1,  48,    65, -1,  17
736582,20160910,    99,  0,  45,   120,  0,  24
736582,20160910,    10,  1,  51,     8, -1,  14
736582,20160910,    12,  1,  40,    90, -1,  13
736582,20160910,    43,  1,  42,    44, -1,   3
736582,20160910,    76, -1,  37,    45,  1,  21
736582,20160910,    62,  1,  27,    92, -1,  14
736582,20160910,    63,  1,  61,    27, -1,  21
736582,20160910,    68,  1,  52,   128, -1,  17
736582,20160910,    78,  1,  59,   111, -1,  17
736582,20160910,    18, -1,  30,    79,  1,  27
736582,20160910,    34, -1,  24,    91,  1,   9
736582,20160910,     7, -1,  41,    97,  1,  38
736582,20160910,   100,  1,  41,   117, -1,   7
736582,20160910,   118,  1,  47,    64, -1,  24
736582,20160910,   126,  1,  54,     2, -1,  10
736582,20160910,    72, -1,  48,    41,  1,  23
736582,20160910,     3,  1,  38,   127, -1,  10
736582,20160910,     1,  1,  48,    36, -1,  14
736582,20160910,    13,  1,  31,   124, -1,  28
736582,20160910,    24,  1,  23,   114, -1,  14
736582,20160910,    71,  1,  32,    70, -1,  31
736582,20160910,   115,  1,  20,    17, -1,  19
736582,20160910,     6,  1,  68,   103, -1,  55
736582,20160910,    81,  1,  44,   119, -1,  26
736582,20160910,   109,  1,  42,   112, -1,  21
736582,20160910,   113,  1,  45,   116, -1,   7
736582,20160910,   123,  1,  59,    40, -1,  14
736582,20160910,    66,  1,  28,    25, -1,  24
736582,20160910,    88,  1,  45,    19, -1,  40
736587,20160915,    39, -1,  40,    21,  1,  16
736588,20160916,     6, -1,  32,   114,  1,  28
736588,20160916,    12, -1,  38,    86,  1,  10
736588,20160916,   116,  1,  34,     8, -1,  20
736589,20160917,    56, -1,  45,     4,  1,  10
736589,20160917,    64, -1,  41,    15,  1,  21
736589,20160917,    18,  1,  44,   112, -1,  21
736589,20160917,    27, -1,  37,    20,  1,  19
736589,20160917,    25,  1,  13,   119, -1,  10
736589,20160917,    30,  1,  32,    73, -1,   0
736589,20160917,    34,  1,  23,   111, -1,  21
736589,20160917,    37,  1,  38,   118, -1,   7
736589,20160917,    48,  1,  62,    71, -1,  42
736589,20160917,     2, -1,  65,    52,  1,  38
736589,20160917,    54,  1,  21,    31, -1,  13
736589,20160917,    58,  1,  45,    23, -1,  28
736589,20160917,    67,  1,  49,    80, -1,  22
736589,20160917,    83,  1,  34,    98, -1,  27
736589,20160917,    87,  1,  37,    70, -1,  28
736589,20160917,    92,  1,  20,    28, -1,  15
736589,20160917,    93, -1,  45,    96,  1,  20
736589,20160917,    99,  1,  28,    76, -1,  19
736589,20160917,   104,  1,  52,    33, -1,  17
736589,20160917,    53, -1,  30,   108,  1,  24
736589,20160917,   120,  1,  49,    14, -1,   0
736589,20160917,    59, -1,  36,    75,  1,  28
736589,20160917,    50,  1,  63,    32, -1,  20
736589,20160917,   127, -1,  31,    57,  1,  24
736589,20160917,     7,  1,  42,   102, -1,   3
736589,20160917,   101, -1,  29,    10,  1,  16
736589,20160917,   121, -1,  34,    41,  1,  10
736589,20160917,    46,  1,  63,    29, -1,   7
736589,20160917,    51,  1,  23,    62, -1,  20
736589,20160917,   110,  1,  28,    91, -1,  23
736589,20160917,    55,  1,  43,    45, -1,   7
736589,20160917,    35, -1,  28,    63,  1,  27
736589,20160917,    88, -1,  42,    65,  1,  28
736589,20160917,    74,  1,  24,    26, -1,  13
736589,20160917,    79,  1,  45,    84, -1,  38
736589,20160917,   105, -1,  37,    94,  1,  31
736589,20160917,    97,  1,  41,    44, -1,  20
736589,20160917,   103,  1,  59,    49, -1,  45
736589,20160917,   126,  1,  23,    36, -1,  17
736589,20160917,     3, -1,  48,    61,  1,  43
736589,20160917,    77, -1,  45,    78,  1,  24
736589,20160917,    66, -1,  21,   106,  1,  14
736589,20160917,    68,  1,  35,    81, -1,  32
736589,20160917,   109, -1,  17,    17,  1,  14
736589,20160917,     9, -1,  66,   117,  1,  14
736589,20160917,     5,  1,  47,    38, -1,  28
736589,20160917,    19,  1,  50,   100, -1,  43
736589,20160917,    69,  1,  38,    16, -1,  14
736589,20160917,    95,  1,  27,   113, -1,  10
736589,20160917,   124,  1,  56,    40, -1,   6
736589,20160917,   115, -1,  34,    89,  1,  17
736594,20160922,    22, -1,  26,    37,  1,   7
736595,20160923,   115,  1,  31,   113, -1,  27
736595,20160923,    27,  1,  27,   128, -1,  24
736595,20160923,    97, -1,  33,    90,  1,   3
736596,20160924,     4, -1,  45,     2,  1,  38
736596,20160924,    16,  1,  23,     9, -1,  20
736596,20160924,    21,  1,  27,    57, -1,  20
736596,20160924,    96, -1,  31,    25,  1,  24
736596,20160924,   108, -1,  53,    31,  1,  14
736596,20160924,    11, -1,  31,    29,  1,  27
736596,20160924,   122, -1,  33,    42,  1,  28
736596,20160924,    48,  1,  17,    92, -1,  10
736596,20160924,    50, -1,  59,    52,  1,  28
736596,20160924,    62, -1,  47,    54,  1,  35
736596,20160924,    58,  1,  49,    83, -1,  10
736596,20160924,    72,  1,  37,    84, -1,  36
736596,20160924,    26, -1,  38,    75,  1,  35
736596,20160924,    80,  1,  33,   114, -1,  19
736596,20160924,    85,  1,  24,    69, -1,  14
736596,20160924,    98,  1,  48,    20, -1,  20
736596,20160924,   119,  1,  49,    18, -1,  35
736596,20160924,   120,  1,  54,    28, -1,  17
736596,20160924,   125,  0,  35,    17,  0,  32
736596,20160924,   121,  1,  49,    34, -1,  31
736596,20160924,    43, -1,  14,    87,  1,   7
736596,20160924,    32, -1,  55,    93,  1,  35
736596,20160924,   126, -1,  30,    59,  1,   6
736596,20160924,    99,  1,  38,    30, -1,  28
736596,20160924,     3,  1,  48,    47, -1,   0
736596,20160924,    44,  1,  44,    89, -1,  10
736596,20160924,    55,  1,  77,    15, -1,   3
736596,20160924,    64,  1,  38,    49, -1,  34
736596,20160924,    60,  1,  31,    24, -1,  24
736596,20160924,    68, -1,  24,    74,  1,  13
736596,20160924,    61,  1,  45,    35, -1,  14
736596,20160924,    73, -1,  42,    86,  1,  35
736596,20160924,    94, -1,  34,   117,  1,   7
736596,20160924,   101,  0,  45,     7,  0,  24
736596,20160924,   105,  1,  52,    71, -1,   6
736596,20160924,   106,  1,  41,   110, -1,  39
736596,20160924,   118, -1,  31,   127,  1,  30
736596,20160924,    39, -1,  64,   102,  1,   3
736596,20160924,    10,  1,  18,    51, -1,  13
736596,20160924,    12,  1,  35,    79, -1,  24
736596,20160924,     1, -1,  27,   116,  1,  20
736596,20160924,   123, -1,  35,     5,  1,  28
736596,20160924,     6,  1,  51,    19, -1,  41
736596,20160924,    23, -1,  41,    81,  1,  38
736596,20160924,    13, -1,  38,    82,  1,  24
736596,20160924,    40, -1,  33,   112,  1,  30
736596,20160924,    95, -1,  22,   109,  1,  13
736596,20160924,   107, -1,  48,    33,  1,  41
736601,20160929,    39,  1,  42,    25, -1,  14
736601,20160929,   103,  1,  55,    45, -1,  19
736602,20160930,    17,  1,  55,   104, -1,  53
